combi,hero1_id,hero2_id,hero1_name,hero2_name,matches_won_perc,num_matches_picked,num_matches_won,ancient_kills,buyback_count,camps_stacked,courier_kills,creeps_stacked,deaths,denies,hero_damage,hero_healing,hero_kills,kills,lane_kills,necronomicon_kills,neutral_kills,observer_kills,observer_uses,roshan_kills,rune_pickups,sentry_kills,sentry_uses,total_gold,total_xp,tower_damage,tower_kills
"(68, 54)",68,54,Ancient Apparition,Lifestealer,0.4,5,2.0,30.4,2.0,1.6,0.0,4.4,7.6,24.2,36456.8,1568.2,14.6,14.4,265.0,1.6,95.6,5.0,6.4,0.4,15.6,2.8,10.0,39713.2,42199.4,5628.6,2.8
"(68, 25)",68,25,Ancient Apparition,Lina,0.6,5,3.0,16.8,1.0,1.6,0.0,3.8,9.6,17.6,32672.6,764.0,14.6,13.8,256.2,0.0,123.4,3.2,7.4,0.8,14.0,2.0,5.0,35928.6,41187.8,4623.8,2.0
"(68, 80)",68,80,Ancient Apparition,Lone Druid,0.0,2,0.0,17.5,0.0,0.5,0.0,1.0,11.0,13.0,25575.5,0.0,10.0,10.0,166.5,0.0,120.0,4.5,6.0,0.0,13.5,2.5,5.5,28228.0,28500.5,1257.5,0.0
"(68, 48)",68,48,Ancient Apparition,Luna,0.5,2,1.0,36.0,2.0,3.0,0.0,9.0,11.0,19.5,34842.0,915.5,14.0,14.0,285.0,6.0,153.0,4.0,9.5,1.0,8.0,1.5,4.0,43136.5,43530.5,6400.0,3.5
"(68, 77)",68,77,Ancient Apparition,Lycan,1.0,1,1.0,35.0,2.0,0.0,1.0,0.0,15.0,24.0,26297.0,1015.0,7.0,7.0,222.0,0.0,113.0,6.0,6.0,0.0,10.0,1.0,11.0,36373.0,41368.0,8938.0,7.0
"(68, 97)",68,97,Ancient Apparition,Magnus,0.0,1,0.0,0.0,0.0,2.0,0.0,4.0,9.0,4.0,10282.0,0.0,5.0,5.0,94.0,0.0,21.0,1.0,4.0,0.0,5.0,0.0,3.0,12269.0,14157.0,0.0,0.0
"(68, 9)",68,9,Ancient Apparition,Mirana,0.0,1,0.0,2.0,1.0,0.0,0.0,0.0,15.0,7.0,18992.0,260.0,9.0,9.0,125.0,2.0,24.0,3.0,9.0,0.0,5.0,3.0,0.0,21014.0,24966.0,0.0,0.0
"(68, 10)",68,10,Ancient Apparition,Morphling,0.5,2,1.0,36.5,1.0,3.0,0.0,6.5,9.5,33.0,37486.5,0.0,13.5,13.5,305.5,0.0,134.0,3.5,13.0,1.0,14.5,1.5,1.5,38075.5,37773.0,7262.5,3.0
"(68, 53)",68,53,Ancient Apparition,Nature's Prophet,1.0,1,1.0,8.0,0.0,1.0,0.0,1.0,12.0,12.0,34443.0,1120.0,20.0,20.0,145.0,0.0,68.0,1.0,9.0,1.0,11.0,1.0,7.0,26547.0,30928.0,4920.0,4.0
"(68, 60)",68,60,Ancient Apparition,Night Stalker,0.0,4,0.0,1.0,1.25,0.5,0.25,1.25,14.75,7.5,25046.25,335.75,7.25,7.25,105.0,0.0,10.5,2.25,6.75,0.0,10.75,1.75,6.75,21853.25,27807.5,338.25,0.25
"(68, 57)",68,57,Ancient Apparition,Omniknight,0.0,1,0.0,3.0,1.0,1.0,0.0,4.0,10.0,13.0,24808.0,4050.0,7.0,7.0,141.0,0.0,35.0,2.0,7.0,0.0,5.0,2.0,8.0,24174.0,27988.0,219.0,0.0
"(68, 111)",68,111,Ancient Apparition,Oracle,0.0,1,0.0,0.0,4.0,1.0,0.0,3.0,25.0,2.0,27443.0,13676.0,13.0,13.0,36.0,0.0,1.0,3.0,10.0,0.0,13.0,1.0,7.0,21257.0,28639.0,172.0,0.0
"(68, 76)",68,76,Ancient Apparition,Outworld Devourer,0.5,2,1.0,1.5,0.5,1.0,0.5,1.0,8.5,24.0,25844.0,0.0,11.0,11.0,216.5,0.0,55.5,2.5,7.0,0.5,10.5,2.5,2.5,25899.0,27831.5,2497.0,1.5
"(68, 120)",68,120,Ancient Apparition,Pangolier,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,11.0,10.0,25251.0,0.0,9.0,9.0,125.0,0.0,19.0,2.0,5.0,0.0,6.0,2.0,2.0,18599.0,23151.0,0.0,0.0
"(68, 44)",68,44,Ancient Apparition,Phantom Assassin,0.0,2,0.0,13.0,0.5,1.5,0.0,3.0,14.0,21.5,21317.0,140.0,10.0,10.0,183.5,0.0,65.0,1.0,6.0,0.5,8.5,0.5,2.0,22172.0,24250.5,720.5,0.5
"(68, 12)",68,12,Ancient Apparition,Phantom Lancer,0.25,4,1.0,12.75,1.25,1.75,0.0,5.25,11.0,12.0,31995.5,9.75,10.5,10.5,250.5,0.0,75.0,2.75,7.75,0.75,15.25,1.0,7.25,33859.75,40674.5,5042.75,2.5
"(68, 13)",68,13,Ancient Apparition,Puck,0.6666666666666666,3,2.0,1.0,0.3333333333333333,1.3333333333333333,0.0,3.6666666666666665,5.666666666666667,18.666666666666668,22953.666666666668,27.666666666666668,12.333333333333334,12.333333333333334,274.0,0.0,17.333333333333332,4.666666666666667,7.0,0.0,12.333333333333334,1.3333333333333333,8.0,30844.333333333332,34468.0,1644.6666666666667,1.0
"(68, 45)",68,45,Ancient Apparition,Pugna,0.3333333333333333,3,1.0,0.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,14.666666666666666,9.0,38261.666666666664,725.0,13.0,13.0,198.66666666666666,0.0,40.333333333333336,3.0,6.666666666666667,0.0,10.666666666666666,1.3333333333333333,1.0,28714.0,33269.666666666664,4710.666666666667,3.0
"(68, 39)",68,39,Ancient Apparition,Queen of Pain,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,16.0,22.0,27255.0,0.0,6.0,6.0,183.0,2.0,39.0,3.0,5.0,0.0,16.0,1.0,0.0,21112.0,22470.0,938.0,2.0
"(68, 15)",68,15,Ancient Apparition,Razor,0.0,4,0.0,12.75,1.75,2.25,0.25,5.25,18.5,25.25,33608.0,0.0,10.0,10.0,252.5,0.5,67.0,3.5,7.0,0.25,10.75,1.0,2.75,30968.5,35547.25,1165.75,0.75
"(68, 86)",68,86,Ancient Apparition,Rubick,0.5,4,2.0,0.5,1.25,1.5,0.0,4.25,14.0,7.75,18485.0,351.5,10.0,10.0,90.0,0.25,7.25,2.5,13.75,0.25,11.0,1.25,2.75,23012.0,29756.25,659.25,0.5
"(68, 16)",68,16,Ancient Apparition,Sand King,0.15384615384615385,13,2.0,0.38461538461538464,1.3846153846153846,2.8461538461538463,0.0,8.076923076923077,13.384615384615385,6.3076923076923075,21377.69230769231,386.46153846153845,8.461538461538462,8.461538461538462,119.61538461538461,0.6923076923076923,17.153846153846153,4.0,8.846153846153847,0.0,12.692307692307692,1.7692307692307692,7.923076923076923,23556.846153846152,28229.69230769231,359.53846153846155,0.3076923076923077
"(68, 79)",68,79,Ancient Apparition,Shadow Demon,0.0,1,0.0,1.0,1.0,2.0,0.0,5.0,15.0,17.0,32544.0,0.0,14.0,16.0,178.0,0.0,18.0,6.0,6.0,0.0,5.0,2.0,1.0,26755.0,27328.0,545.0,0.0
"(68, 11)",68,11,Ancient Apparition,Shadow Fiend,0.0,1,0.0,1.0,1.0,2.0,0.0,4.0,10.0,21.0,49363.0,39.0,17.0,17.0,450.0,0.0,130.0,3.0,8.0,1.0,19.0,1.0,13.0,50842.0,54735.0,1512.0,2.0
"(68, 28)",68,28,Ancient Apparition,Slardar,1.0,3,3.0,1.3333333333333333,0.3333333333333333,5.333333333333333,0.0,16.333333333333332,8.0,7.333333333333333,14787.333333333334,471.3333333333333,9.333333333333334,9.333333333333334,40.333333333333336,0.0,13.666666666666666,3.0,8.666666666666666,0.0,23.666666666666668,2.6666666666666665,5.0,20423.333333333332,26775.666666666668,760.3333333333334,0.6666666666666666
"(68, 93)",68,93,Ancient Apparition,Slark,0.0,1,0.0,1.0,0.0,1.0,1.0,3.0,10.0,22.0,22906.0,0.0,13.0,13.0,205.0,0.0,142.0,6.0,6.0,0.0,11.0,2.0,1.0,30473.0,31658.0,126.0,0.0
"(68, 17)",68,17,Ancient Apparition,Storm Spirit,0.5,2,1.0,6.0,2.5,1.5,0.0,4.0,11.5,10.5,42607.5,0.0,15.5,15.5,252.0,0.0,138.0,3.0,4.5,0.5,23.0,0.5,5.5,36844.5,40873.5,1501.5,0.5
"(68, 18)",68,18,Ancient Apparition,Sven,0.0,1,0.0,39.0,0.0,5.0,0.0,18.0,12.0,7.0,35450.0,0.0,9.0,9.0,165.0,0.0,132.0,6.0,7.0,0.0,13.0,2.0,19.0,29506.0,35192.0,1039.0,1.0
"(68, 109)",68,109,Ancient Apparition,Terrorblade,0.0,1,0.0,3.0,1.0,2.0,0.0,4.0,15.0,11.0,13420.0,0.0,3.0,3.0,333.0,0.0,154.0,7.0,3.0,0.0,10.0,5.0,10.0,38218.0,29412.0,2914.0,2.0
"(68, 19)",68,19,Ancient Apparition,Tiny,0.45454545454545453,11,5.0,5.2727272727272725,1.3636363636363635,3.727272727272727,0.09090909090909091,11.636363636363637,13.545454545454545,13.727272727272727,26075.363636363636,162.8181818181818,9.636363636363637,9.636363636363637,172.36363636363637,0.18181818181818182,57.63636363636363,2.4545454545454546,8.545454545454545,0.2727272727272727,14.272727272727273,1.8181818181818181,3.5454545454545454,28947.18181818182,33553.09090909091,1748.4545454545455,1.0
"(68, 83)",68,83,Ancient Apparition,Treant Protector,0.0,1,0.0,0.0,2.0,2.0,1.0,6.0,17.0,1.0,11802.0,1915.0,3.0,3.0,38.0,0.0,1.0,2.0,5.0,0.0,9.0,1.0,2.0,14190.0,20531.0,0.0,0.0
"(68, 95)",68,95,Ancient Apparition,Troll Warlord,0.5,2,1.0,32.0,0.0,4.5,0.0,13.5,10.0,11.5,15722.0,560.0,6.0,6.0,134.0,0.5,137.0,1.0,6.0,0.0,6.5,0.5,3.5,20541.5,25138.5,2082.5,0.5
"(68, 100)",68,100,Ancient Apparition,Tusk,0.25,4,1.0,0.25,2.25,2.75,0.0,8.0,20.0,7.0,19482.5,540.0,5.25,5.25,105.75,0.0,12.75,5.25,10.25,0.25,13.75,2.25,8.25,24968.25,30550.25,74.25,0.0
"(68, 108)",68,108,Ancient Apparition,Underlord,0.0,5,0.0,1.2,1.2,2.4,0.0,7.4,12.0,7.4,22726.6,436.0,4.6,4.6,162.4,0.4,28.2,3.6,6.4,0.6,11.4,1.0,7.4,22537.0,26562.4,740.8,1.2
"(68, 20)",68,20,Ancient Apparition,Vengeful Spirit,1.0,1,1.0,3.0,0.0,0.0,0.0,0.0,3.0,32.0,15879.0,0.0,20.0,20.0,132.0,0.0,16.0,0.0,5.0,0.0,10.0,0.0,2.0,21442.0,22543.0,7693.0,4.0
"(68, 40)",68,40,Ancient Apparition,Venomancer,0.5,2,1.0,2.5,0.5,0.5,0.0,1.5,11.0,15.5,20260.5,560.0,9.0,9.0,114.5,1.0,28.5,0.5,6.0,0.0,6.5,1.0,3.5,17166.5,19653.5,967.5,1.0
"(68, 47)",68,47,Ancient Apparition,Viper,0.0,3,0.0,7.666666666666667,0.6666666666666666,2.0,0.3333333333333333,4.666666666666667,15.666666666666666,18.333333333333332,28814.333333333332,48.333333333333336,10.333333333333334,10.333333333333334,196.66666666666666,0.0,57.666666666666664,2.3333333333333335,8.0,0.0,10.666666666666666,1.3333333333333333,4.666666666666667,26722.0,30080.333333333332,2043.3333333333333,1.6666666666666667
"(68, 112)",68,112,Ancient Apparition,Winter Wyvern,1.0,1,1.0,21.0,0.0,3.0,0.0,8.0,11.0,20.0,25887.0,4104.0,17.0,17.0,255.0,0.0,103.0,2.0,10.0,0.0,8.0,4.0,7.0,51033.0,57649.0,4969.0,2.0
"(68, 22)",68,22,Ancient Apparition,Zeus,0.0,1,0.0,0.0,2.0,3.0,0.0,9.0,15.0,1.0,33580.0,0.0,5.0,5.0,91.0,0.0,7.0,3.0,3.0,0.0,15.0,0.0,0.0,18494.0,23947.0,22.0,0.0
"(1, 2)",1,2,Anti-Mage,Axe,0.0,2,0.0,16.5,0.5,2.5,0.0,5.5,15.5,15.5,24655.0,0.0,8.5,9.0,261.0,0.0,187.5,1.0,0.0,0.0,4.5,0.0,1.0,31520.0,36139.5,690.0,2.0
"(1, 38)",1,38,Anti-Mage,Beastmaster,1.0,2,2.0,15.0,0.0,1.0,0.0,2.0,2.5,35.5,20942.0,200.0,8.5,8.5,247.5,0.0,111.5,1.5,1.0,0.5,6.0,1.5,0.5,25352.5,27141.0,4326.0,4.0
"(1, 66)",1,66,Anti-Mage,Chen,1.0,1,1.0,12.0,0.0,2.0,0.0,6.0,2.0,19.0,9406.0,2419.0,3.0,3.0,135.0,0.0,124.0,1.0,0.0,0.0,8.0,0.0,2.0,20595.0,21756.0,3440.0,2.0
"(1, 119)",1,119,Anti-Mage,Dark Willow,0.0,1,0.0,8.0,1.0,2.0,0.0,3.0,13.0,7.0,18383.0,774.0,8.0,6.0,233.0,0.0,121.0,3.0,5.0,0.0,8.0,2.0,4.0,27416.0,35641.0,1177.0,0.0
"(1, 49)",1,49,Anti-Mage,Dragon Knight,1.0,1,1.0,94.0,0.0,2.0,0.0,4.0,6.0,25.0,71782.0,0.0,17.0,17.0,512.0,0.0,341.0,1.0,0.0,1.0,22.0,0.0,0.0,65994.0,64881.0,12663.0,5.0
"(1, 25)",1,25,Anti-Mage,Lina,0.0,1,0.0,24.0,0.0,0.0,0.0,0.0,16.0,26.0,24681.0,0.0,5.0,5.0,489.0,0.0,202.0,2.0,0.0,0.0,2.0,0.0,0.0,42191.0,45778.0,2474.0,4.0
"(1, 97)",1,97,Anti-Mage,Magnus,0.0,1,0.0,18.0,2.0,2.0,0.0,6.0,7.0,23.0,20643.0,390.0,5.0,5.0,285.0,0.0,147.0,1.0,2.0,0.0,13.0,1.0,1.0,29067.0,31298.0,726.0,1.0
"(1, 53)",1,53,Anti-Mage,Nature's Prophet,0.0,3,0.0,36.0,1.0,2.3333333333333335,0.3333333333333333,8.666666666666666,10.666666666666666,27.666666666666668,37092.666666666664,110.0,10.0,9.666666666666666,500.6666666666667,0.0,216.66666666666666,1.0,0.0,0.3333333333333333,11.0,0.6666666666666666,0.6666666666666666,44216.0,45735.666666666664,3189.0,2.0
"(1, 60)",1,60,Anti-Mage,Night Stalker,1.0,1,1.0,22.0,0.0,2.0,0.0,5.0,5.0,29.0,29832.0,1600.0,12.0,12.0,287.0,4.0,109.0,4.0,5.0,1.0,16.0,1.0,2.0,36623.0,43545.0,12214.0,2.0
"(1, 88)",1,88,Anti-Mage,Nyx Assassin,0.0,1,0.0,12.0,1.0,1.0,0.0,2.0,17.0,8.0,20236.0,400.0,7.0,7.0,139.0,0.0,153.0,3.0,0.0,0.0,6.0,1.0,3.0,24381.0,30721.0,251.0,0.0
"(1, 86)",1,86,Anti-Mage,Rubick,0.0,1,0.0,9.0,2.0,0.0,0.0,0.0,10.0,17.0,25927.0,1546.0,8.0,8.0,197.0,0.0,84.0,2.0,2.0,0.0,5.0,0.0,1.0,22405.0,23017.0,25.0,0.0
"(1, 79)",1,79,Anti-Mage,Shadow Demon,1.0,1,1.0,72.0,0.0,3.0,0.0,18.0,7.0,18.0,59775.0,9.0,19.0,19.0,389.0,0.0,280.0,6.0,10.0,1.0,24.0,2.0,11.0,59946.0,61059.0,11101.0,4.0
"(1, 101)",1,101,Anti-Mage,Skywrath Mage,0.0,1,0.0,18.0,1.0,0.0,0.0,0.0,16.0,19.0,26243.0,0.0,5.0,6.0,281.0,0.0,150.0,1.0,8.0,0.0,6.0,2.0,4.0,31006.0,33475.0,857.0,3.0
"(1, 98)",1,98,Anti-Mage,Timbersaw,1.0,1,1.0,22.0,0.0,2.0,0.0,4.0,2.0,38.0,44268.0,0.0,20.0,20.0,454.0,6.0,127.0,3.0,0.0,0.0,10.0,1.0,0.0,45930.0,52483.0,11056.0,4.0
"(1, 85)",1,85,Anti-Mage,Undying,0.0,1,0.0,10.0,2.0,3.0,0.0,6.0,19.0,12.0,18133.0,1420.0,8.0,6.0,223.0,0.0,125.0,2.0,7.0,0.0,6.0,3.0,4.0,26713.0,32513.0,1297.0,1.0
"(1, 70)",1,70,Anti-Mage,Ursa,0.0,1,0.0,56.0,1.0,3.0,0.0,6.0,11.0,15.0,28411.0,0.0,12.0,11.0,336.0,0.0,183.0,3.0,0.0,0.0,13.0,1.0,0.0,36168.0,41512.0,1620.0,0.0
"(1, 21)",1,21,Anti-Mage,Windranger,0.0,1,0.0,0.0,1.0,1.0,0.0,3.0,15.0,8.0,16122.0,0.0,10.0,10.0,99.0,0.0,17.0,0.0,1.0,0.0,5.0,0.0,1.0,14558.0,15856.0,400.0,0.0
"(113, 65)",113,65,Arc Warden,Batrider,0.0,1,0.0,14.0,2.0,5.0,1.0,10.0,11.0,26.0,46488.0,80.0,9.0,9.0,357.0,0.0,210.0,3.0,0.0,0.0,24.0,0.0,0.0,49741.0,42934.0,2484.0,1.0
"(113, 38)",113,38,Arc Warden,Beastmaster,0.6666666666666666,3,2.0,18.666666666666668,1.0,1.0,0.0,2.3333333333333335,10.0,19.666666666666668,36651.333333333336,213.33333333333334,9.333333333333334,9.333333333333334,347.6666666666667,0.0,160.33333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,10.333333333333334,1.0,0.3333333333333333,41652.333333333336,39565.666666666664,5936.333333333333,2.3333333333333335
"(113, 4)",113,4,Arc Warden,Bloodseeker,1.0,2,2.0,26.5,1.0,1.0,0.0,1.5,8.5,33.5,49160.0,2736.0,18.0,18.0,343.5,0.0,185.0,1.0,0.5,1.0,5.5,2.0,0.0,47920.0,46705.0,8365.0,3.5
"(113, 66)",113,66,Arc Warden,Chen,0.0,1,0.0,3.0,3.0,2.0,0.0,3.0,20.0,16.0,23365.0,1969.0,4.0,4.0,153.0,0.0,86.0,3.0,7.0,0.0,7.0,2.0,0.0,19412.0,17680.0,748.0,1.0
"(113, 51)",113,51,Arc Warden,Clockwerk,1.0,1,1.0,11.0,0.0,1.0,0.0,2.0,9.0,32.0,31254.0,661.0,10.0,10.0,158.0,0.0,84.0,2.0,4.0,0.0,7.0,0.0,4.0,26280.0,28077.0,1410.0,1.0
"(113, 69)",113,69,Arc Warden,Doom,1.0,1,1.0,17.0,3.0,2.0,0.0,2.0,12.0,23.0,54475.0,350.0,12.0,13.0,435.0,7.0,116.0,0.0,0.0,1.0,13.0,2.0,0.0,59990.0,53129.0,10001.0,3.0
"(113, 7)",113,7,Arc Warden,Earthshaker,1.0,1,1.0,7.0,2.0,3.0,0.0,8.0,5.0,21.0,46363.0,0.0,11.0,11.0,318.0,0.0,36.0,5.0,6.0,0.0,21.0,4.0,1.0,39589.0,42332.0,5782.0,2.0
"(113, 103)",113,103,Arc Warden,Elder Titan,0.0,2,0.0,10.0,0.0,1.5,0.0,3.5,10.5,13.5,23206.0,550.5,4.0,4.0,156.5,0.0,78.0,2.0,10.0,0.0,7.5,1.0,1.5,22801.0,23413.5,475.0,1.5
"(113, 74)",113,74,Arc Warden,Invoker,1.0,1,1.0,9.0,1.0,1.0,0.0,1.0,7.0,54.0,41602.0,420.0,19.0,19.0,339.0,0.0,57.0,2.0,1.0,1.0,4.0,3.0,2.0,38669.0,44261.0,9973.0,6.0
"(113, 25)",113,25,Arc Warden,Lina,1.0,1,1.0,27.0,1.0,5.0,0.0,10.0,4.0,33.0,52874.0,0.0,15.0,15.0,400.0,0.0,163.0,5.0,2.0,2.0,17.0,2.0,0.0,49738.0,48458.0,10080.0,4.0
"(113, 26)",113,26,Arc Warden,Lion,0.0,1,0.0,3.0,1.0,0.0,0.0,0.0,9.0,15.0,21236.0,0.0,7.0,7.0,125.0,0.0,47.0,3.0,3.0,0.0,6.0,1.0,0.0,21097.0,20528.0,112.0,0.0
"(113, 114)",113,114,Arc Warden,Monkey King,1.0,1,1.0,26.0,2.0,1.0,0.0,1.0,9.0,28.0,71436.0,0.0,24.0,25.0,583.0,10.0,126.0,1.0,0.0,2.0,13.0,2.0,0.0,67471.0,57179.0,13190.0,6.0
"(113, 53)",113,53,Arc Warden,Nature's Prophet,0.5,2,1.0,19.5,2.0,1.0,0.0,2.5,12.0,27.0,47508.5,0.0,13.0,13.5,461.0,0.0,149.5,2.0,0.0,0.5,14.5,2.0,1.0,45826.5,43390.5,9604.5,3.0
"(113, 36)",113,36,Arc Warden,Necrophos,0.0,1,0.0,3.0,1.0,0.0,0.0,0.0,16.0,17.0,33970.0,1210.0,10.0,11.0,305.0,0.0,137.0,0.0,0.0,0.0,0.0,1.0,0.0,31334.0,30482.0,838.0,0.0
"(113, 13)",113,13,Arc Warden,Puck,0.0,1,0.0,26.0,0.0,1.0,0.0,1.0,12.0,20.0,42225.0,32.0,6.0,6.0,367.0,0.0,129.0,2.0,1.0,0.0,15.0,0.0,0.0,40098.0,36023.0,810.0,1.0
"(113, 16)",113,16,Arc Warden,Sand King,0.0,1,0.0,12.0,2.0,4.0,1.0,12.0,16.0,16.0,36116.0,0.0,5.0,5.0,348.0,0.0,148.0,3.0,1.0,0.0,26.0,0.0,1.0,46314.0,40554.0,2704.0,1.0
"(113, 11)",113,11,Arc Warden,Shadow Fiend,1.0,1,1.0,21.0,0.0,1.0,0.0,3.0,6.0,48.0,38224.0,0.0,18.0,18.0,316.0,0.0,179.0,0.0,0.0,0.0,13.0,1.0,0.0,38134.0,41187.0,7390.0,5.0
"(113, 75)",113,75,Arc Warden,Silencer,1.0,1,1.0,10.0,2.0,3.0,0.0,6.0,4.0,20.0,38954.0,360.0,10.0,10.0,247.0,0.0,65.0,6.0,3.0,0.0,9.0,4.0,9.0,39223.0,39818.0,5556.0,1.0
"(113, 101)",113,101,Arc Warden,Skywrath Mage,0.0,1,0.0,3.0,2.0,1.0,0.0,1.0,15.0,17.0,26673.0,0.0,4.0,4.0,166.0,1.0,46.0,0.0,2.0,0.0,3.0,0.0,0.0,18407.0,18072.0,748.0,1.0
"(113, 85)",113,85,Arc Warden,Undying,0.0,1,0.0,3.0,1.0,0.0,0.0,0.0,16.0,15.0,27201.0,938.0,6.0,7.0,198.0,0.0,69.0,3.0,14.0,0.0,3.0,3.0,11.0,24585.0,28109.0,999.0,1.0
"(113, 20)",113,20,Arc Warden,Vengeful Spirit,1.0,1,1.0,11.0,0.0,0.0,0.0,0.0,7.0,16.0,24721.0,0.0,5.0,5.0,148.0,0.0,87.0,1.0,10.0,0.0,8.0,2.0,4.0,25203.0,27807.0,2107.0,1.0
"(113, 21)",113,21,Arc Warden,Windranger,0.0,1,0.0,24.0,0.0,2.0,0.0,4.0,15.0,19.0,44471.0,0.0,6.0,6.0,276.0,0.0,107.0,1.0,0.0,0.0,12.0,0.0,0.0,35720.0,31688.0,1132.0,1.0
"(2, 68)",2,68,Axe,Ancient Apparition,0.0,1,0.0,18.0,4.0,7.0,0.0,23.0,23.0,2.0,36938.0,0.0,10.0,10.0,101.0,4.0,90.0,6.0,4.0,0.0,7.0,1.0,7.0,33934.0,39820.0,48.0,0.0
"(2, 3)",2,3,Axe,Bane,0.5,2,1.0,12.5,1.5,5.0,0.0,15.5,14.5,19.5,25827.5,250.0,8.5,8.5,145.0,1.5,66.0,2.0,9.0,0.0,9.5,0.5,9.0,25864.5,29871.5,251.0,0.0
"(2, 4)",2,4,Axe,Bloodseeker,0.0,1,0.0,21.0,3.0,0.0,0.0,0.0,12.0,16.0,51299.0,1127.0,16.0,16.0,389.0,0.0,144.0,1.0,0.0,0.0,10.0,5.0,0.0,45913.0,53111.0,835.0,3.0
"(2, 62)",2,62,Axe,Bounty Hunter,0.0,1,0.0,0.0,2.0,0.0,3.0,0.0,25.0,11.0,24638.0,0.0,4.0,4.0,149.0,0.0,15.0,3.0,7.0,0.0,6.0,4.0,5.0,21087.0,21159.0,260.0,1.0
"(2, 66)",2,66,Axe,Chen,0.0,2,0.0,11.0,0.5,4.5,0.0,11.5,8.0,13.5,23185.5,3996.0,4.5,4.5,162.0,0.0,117.5,3.0,2.0,0.0,10.0,2.0,4.5,23338.5,26341.0,1170.5,0.5
"(2, 43)",2,43,Axe,Death Prophet,1.0,1,1.0,12.0,1.0,2.0,0.0,5.0,15.0,27.0,42600.0,0.0,17.0,17.0,286.0,3.0,93.0,0.0,0.0,1.0,10.0,0.0,0.0,34952.0,39349.0,6933.0,4.0
"(2, 87)",2,87,Axe,Disruptor,0.5,4,2.0,11.25,2.25,1.5,0.25,6.25,15.75,8.5,34442.5,111.25,10.75,10.75,146.75,0.0,74.0,4.5,11.25,0.0,7.25,2.5,6.0,30582.25,38136.75,703.75,1.0
"(2, 103)",2,103,Axe,Elder Titan,0.5,2,1.0,18.0,2.0,7.0,0.0,25.5,14.0,8.0,40058.0,0.0,7.5,7.5,149.5,0.0,70.5,1.0,1.0,0.5,17.0,0.5,2.0,31952.0,39784.5,107.0,0.5
"(2, 106)",2,106,Axe,Ember Spirit,0.5,2,1.0,18.0,0.5,1.5,0.0,4.0,6.5,10.0,42840.0,96.0,13.0,13.0,361.0,0.0,105.5,1.5,0.0,0.5,15.0,0.5,1.0,39120.5,42429.5,2030.0,2.5
"(2, 41)",2,41,Axe,Faceless Void,0.5,2,1.0,15.0,0.5,2.0,0.0,5.0,11.0,25.5,27397.5,347.5,9.5,9.0,266.5,0.0,115.0,2.0,0.5,0.5,9.0,1.5,0.0,30665.0,33711.0,3133.0,3.0
"(2, 72)",2,72,Axe,Gyrocopter,0.5,4,2.0,33.5,2.0,2.75,0.0,7.0,10.0,17.5,50015.0,100.0,19.25,19.25,332.0,3.0,185.25,0.25,0.25,0.25,9.0,1.0,0.5,44180.5,45403.25,3679.0,1.75
"(2, 74)",2,74,Axe,Invoker,1.0,1,1.0,68.0,6.0,5.0,0.0,17.0,22.0,17.0,95447.0,0.0,28.0,28.0,470.0,0.0,253.0,0.0,0.0,1.0,15.0,0.0,0.0,71884.0,71622.0,5313.0,2.0
"(2, 91)",2,91,Axe,Io,0.0,1,0.0,8.0,2.0,3.0,0.0,5.0,10.0,4.0,23574.0,11968.0,7.0,7.0,166.0,0.0,126.0,1.0,3.0,0.0,8.0,0.0,1.0,25693.0,38976.0,426.0,2.0
"(2, 64)",2,64,Axe,Jakiro,1.0,1,1.0,54.0,3.0,9.0,0.0,31.0,8.0,7.0,68790.0,893.0,21.0,21.0,261.0,0.0,152.0,3.0,0.0,1.0,17.0,4.0,0.0,52950.0,65314.0,5714.0,3.0
"(2, 90)",2,90,Axe,Keeper of the Light,1.0,1,1.0,8.0,2.0,3.0,0.0,9.0,15.0,9.0,30336.0,10215.0,12.0,12.0,203.0,1.0,81.0,3.0,12.0,0.0,14.0,0.0,1.0,29458.0,33429.0,1244.0,1.0
"(2, 23)",2,23,Axe,Kunkka,0.0,1,0.0,36.0,2.0,4.0,0.0,12.0,14.0,31.0,49587.0,200.0,14.0,14.0,369.0,5.0,173.0,0.0,0.0,0.0,15.0,0.0,0.0,39722.0,39633.0,652.0,1.0
"(2, 52)",2,52,Axe,Leshrac,1.0,1,1.0,4.0,0.0,4.0,0.0,13.0,7.0,11.0,38917.0,295.0,20.0,20.0,164.0,8.0,68.0,0.0,1.0,0.0,11.0,0.0,2.0,30472.0,39791.0,4341.0,1.0
"(2, 54)",2,54,Axe,Lifestealer,0.5,2,1.0,17.0,0.5,3.0,1.0,9.0,7.0,24.0,25069.5,1694.5,7.0,7.0,250.5,0.0,61.5,0.0,0.0,0.5,9.0,0.5,0.0,25233.0,26525.0,3337.0,1.0
"(2, 25)",2,25,Axe,Lina,0.25,4,1.0,27.25,0.75,1.5,0.0,4.25,15.25,19.0,32202.5,70.0,9.0,9.0,291.5,1.5,182.0,0.75,0.25,0.5,10.5,0.25,0.25,33771.5,38401.75,1335.0,1.25
